total_days,total_pnl,avg_daily_return,std_dev,max_drawdown,win_rate,profit_factor,sharpe_ratio,annualized_sharpe
364,2148157.50,5901.531593406593406593406593,6396.659755140984376404850265,0.8380510098776352646321686569,0.8214285714285714,10.50299822384821090862440030,0.9225958140572451,14.645754507747958
