lookback,z_short_rc,z_long_rc,z_short_ss,z_long_ss,pnl
8,0.12000000000000001,0.22,0.02,0.02,2264096.44
8,0.12000000000000001,0.22,0.02,0.12000000000000001,2264096.44
8,0.12000000000000001,0.22,0.02,0.22,2264096.44
8,0.12000000000000001,0.22,0.12000000000000001,0.02,2264096.44
8,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2264096.44
8,0.12000000000000001,0.22,0.12000000000000001,0.22,2264096.44
8,0.12000000000000001,0.22,0.22,0.02,2263598.02
8,0.12000000000000001,0.22,0.22,0.12000000000000001,2263598.02
8,0.12000000000000001,0.22,0.22,0.22,2263598.02
8,0.22,0.02,0.02,0.02,2263971.44
8,0.22,0.02,0.02,0.12000000000000001,2264127.80
8,0.22,0.02,0.02,0.22,2264127.80
8,0.22,0.02,0.12000000000000001,0.02,2263971.44
8,0.22,0.02,0.12000000000000001,0.12000000000000001,2264127.80
8,0.22,0.02,0.12000000000000001,0.22,2264127.80
8,0.22,0.02,0.22,0.02,2263413.80
8,0.22,0.02,0.22,0.12000000000000001,2263570.16
8,0.22,0.02,0.22,0.22,2263570.16
8,0.22,0.12000000000000001,0.02,0.02,2263971.44
8,0.22,0.12000000000000001,0.02,0.12000000000000001,2264127.80
8,0.22,0.12000000000000001,0.02,0.22,2264127.80
8,0.22,0.12000000000000001,0.12000000000000001,0.02,2263971.44
8,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2264127.80
8,0.22,0.12000000000000001,0.12000000000000001,0.22,2264127.80
8,0.22,0.12000000000000001,0.22,0.02,2263593.30
8,0.22,0.12000000000000001,0.22,0.12000000000000001,2263749.66
8,0.22,0.12000000000000001,0.22,0.22,2263749.66
8,0.22,0.22,0.02,0.02,2263971.44
8,0.22,0.22,0.02,0.12000000000000001,2264127.80
8,0.22,0.22,0.02,0.22,2264127.80
8,0.22,0.22,0.12000000000000001,0.02,2263971.44
8,0.22,0.22,0.12000000000000001,0.12000000000000001,2264127.80
8,0.22,0.22,0.12000000000000001,0.22,2264127.80
8,0.22,0.22,0.22,0.02,2263473.02
8,0.22,0.22,0.22,0.12000000000000001,2263629.38
8,0.22,0.22,0.22,0.22,2263629.38
9,0.02,0.02,0.02,0.02,2261326.00
9,0.02,0.02,0.02,0.12000000000000001,2261326.00
9,0.02,0.02,0.02,0.22,2262420.18
9,0.02,0.02,0.12000000000000001,0.02,2261326.00
9,0.02,0.02,0.12000000000000001,0.12000000000000001,2261326.00
9,0.02,0.02,0.12000000000000001,0.22,2262420.18
9,0.02,0.02,0.22,0.02,2261326.00
9,0.02,0.02,0.22,0.12000000000000001,2261326.00
9,0.02,0.02,0.22,0.22,2262420.18
9,0.02,0.12000000000000001,0.02,0.02,2261326.00
9,0.02,0.12000000000000001,0.02,0.12000000000000001,2261326.00
9,0.02,0.12000000000000001,0.02,0.22,2262420.18
9,0.02,0.12000000000000001,0.12000000000000001,0.02,2261326.00
9,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2261326.00
9,0.02,0.12000000000000001,0.12000000000000001,0.22,2262420.18
9,0.02,0.12000000000000001,0.22,0.02,2261326.00
9,0.02,0.12000000000000001,0.22,0.12000000000000001,2261326.00
9,0.02,0.12000000000000001,0.22,0.22,2262420.18
9,0.02,0.22,0.02,0.02,2261326.00
9,0.02,0.22,0.02,0.12000000000000001,2261326.00
9,0.02,0.22,0.02,0.22,2262420.18
9,0.02,0.22,0.12000000000000001,0.02,2261326.00
9,0.02,0.22,0.12000000000000001,0.12000000000000001,2261326.00
9,0.02,0.22,0.12000000000000001,0.22,2262420.18
9,0.02,0.22,0.22,0.02,2261326.00
9,0.02,0.22,0.22,0.12000000000000001,2261326.00
9,0.02,0.22,0.22,0.22,2262420.18
9,0.12000000000000001,0.02,0.02,0.02,2261117.48
9,0.12000000000000001,0.02,0.02,0.12000000000000001,2261273.84
9,0.12000000000000001,0.02,0.02,0.22,2262368.02
9,0.12000000000000001,0.02,0.12000000000000001,0.02,2261117.48
9,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2261273.84
9,0.12000000000000001,0.02,0.12000000000000001,0.22,2262368.02
9,0.12000000000000001,0.02,0.22,0.02,2261117.48
9,0.12000000000000001,0.02,0.22,0.12000000000000001,2261273.84
9,0.12000000000000001,0.02,0.22,0.22,2262368.02
9,0.12000000000000001,0.12000000000000001,0.02,0.02,2261117.48
9,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2261273.84
9,0.12000000000000001,0.12000000000000001,0.02,0.22,2262368.02
9,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2261117.48
9,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2261273.84
9,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2262368.02
9,0.12000000000000001,0.12000000000000001,0.22,0.02,2261117.48
9,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2261273.84
9,0.12000000000000001,0.12000000000000001,0.22,0.22,2262368.02
9,0.12000000000000001,0.22,0.02,0.02,2261117.48
9,0.12000000000000001,0.22,0.02,0.12000000000000001,2261273.84
9,0.12000000000000001,0.22,0.02,0.22,2262368.02
9,0.12000000000000001,0.22,0.12000000000000001,0.02,2261117.48
9,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2261273.84
9,0.12000000000000001,0.22,0.12000000000000001,0.22,2262368.02
9,0.12000000000000001,0.22,0.22,0.02,2261117.48
9,0.12000000000000001,0.22,0.22,0.12000000000000001,2261273.84
9,0.12000000000000001,0.22,0.22,0.22,2262368.02
9,0.22,0.02,0.02,0.02,2261117.48
9,0.22,0.02,0.02,0.12000000000000001,2261273.84
9,0.22,0.02,0.02,0.22,2261547.33
9,0.22,0.02,0.12000000000000001,0.02,2261117.48
9,0.22,0.02,0.12000000000000001,0.12000000000000001,2261273.84
9,0.22,0.02,0.12000000000000001,0.22,2261547.33
9,0.22,0.02,0.22,0.02,2261117.48
9,0.22,0.02,0.22,0.12000000000000001,2261273.84
9,0.22,0.02,0.22,0.22,2261547.33
9,0.22,0.12000000000000001,0.02,0.02,2261117.48
9,0.22,0.12000000000000001,0.02,0.12000000000000001,2261273.84
9,0.22,0.12000000000000001,0.02,0.22,2261547.33
9,0.22,0.12000000000000001,0.12000000000000001,0.02,2261117.48
9,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2261273.84
9,0.22,0.12000000000000001,0.12000000000000001,0.22,2261547.33
9,0.22,0.12000000000000001,0.22,0.02,2261117.48
9,0.22,0.12000000000000001,0.22,0.12000000000000001,2261273.84
9,0.22,0.12000000000000001,0.22,0.22,2261547.33
9,0.22,0.22,0.02,0.02,2261117.48
9,0.22,0.22,0.02,0.12000000000000001,2261273.84
9,0.22,0.22,0.02,0.22,2261547.33
9,0.22,0.22,0.12000000000000001,0.02,2261117.48
9,0.22,0.22,0.12000000000000001,0.12000000000000001,2261273.84
9,0.22,0.22,0.12000000000000001,0.22,2261547.33
9,0.22,0.22,0.22,0.02,2261117.48
9,0.22,0.22,0.22,0.12000000000000001,2261273.84
9,0.22,0.22,0.22,0.22,2261547.33
10,0.02,0.02,0.02,0.02,2260312.36
10,0.02,0.02,0.02,0.12000000000000001,2260312.36
10,0.02,0.02,0.02,0.22,2258302.50
10,0.02,0.02,0.12000000000000001,0.02,2260312.36
10,0.02,0.02,0.12000000000000001,0.12000000000000001,2260312.36
10,0.02,0.02,0.12000000000000001,0.22,2258302.50
10,0.02,0.02,0.22,0.02,2260312.36
10,0.02,0.02,0.22,0.12000000000000001,2260312.36
10,0.02,0.02,0.22,0.22,2258302.50
10,0.02,0.12000000000000001,0.02,0.02,2260312.36
10,0.02,0.12000000000000001,0.02,0.12000000000000001,2260312.36
10,0.02,0.12000000000000001,0.02,0.22,2258302.50
10,0.02,0.12000000000000001,0.12000000000000001,0.02,2260312.36
10,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2260312.36
10,0.02,0.12000000000000001,0.12000000000000001,0.22,2258302.50
10,0.02,0.12000000000000001,0.22,0.02,2260312.36
10,0.02,0.12000000000000001,0.22,0.12000000000000001,2260312.36
10,0.02,0.12000000000000001,0.22,0.22,2258302.50
10,0.02,0.22,0.02,0.02,2260312.36
10,0.02,0.22,0.02,0.12000000000000001,2260432.60
10,0.02,0.22,0.02,0.22,2258422.74
10,0.02,0.22,0.12000000000000001,0.02,2260312.36
10,0.02,0.22,0.12000000000000001,0.12000000000000001,2260432.60
10,0.02,0.22,0.12000000000000001,0.22,2258422.74
10,0.02,0.22,0.22,0.02,2260312.36
10,0.02,0.22,0.22,0.12000000000000001,2260432.60
10,0.02,0.22,0.22,0.22,2258422.74
10,0.12000000000000001,0.02,0.02,0.02,2260312.36
10,0.12000000000000001,0.02,0.02,0.12000000000000001,2260312.36
10,0.12000000000000001,0.02,0.02,0.22,2259194.87
10,0.12000000000000001,0.02,0.12000000000000001,0.02,2260312.36
10,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2260312.36
10,0.12000000000000001,0.02,0.12000000000000001,0.22,2259194.87
10,0.12000000000000001,0.02,0.22,0.02,2260312.36
10,0.12000000000000001,0.02,0.22,0.12000000000000001,2260312.36
10,0.12000000000000001,0.02,0.22,0.22,2259194.87
10,0.12000000000000001,0.12000000000000001,0.02,0.02,2260312.36
10,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2260312.36
10,0.12000000000000001,0.12000000000000001,0.02,0.22,2259194.87
10,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2260312.36
10,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2260312.36
10,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2259194.87
10,0.12000000000000001,0.12000000000000001,0.22,0.02,2260312.36
10,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2260312.36
10,0.12000000000000001,0.12000000000000001,0.22,0.22,2259194.87
10,0.12000000000000001,0.22,0.02,0.02,2260312.36
10,0.12000000000000001,0.22,0.02,0.12000000000000001,2260432.60
10,0.12000000000000001,0.22,0.02,0.22,2259315.11
10,0.12000000000000001,0.22,0.12000000000000001,0.02,2260312.36
10,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2260432.60
10,0.12000000000000001,0.22,0.12000000000000001,0.22,2259315.11
10,0.12000000000000001,0.22,0.22,0.02,2260312.36
10,0.12000000000000001,0.22,0.22,0.12000000000000001,2260432.60
10,0.12000000000000001,0.22,0.22,0.22,2259315.11
10,0.22,0.02,0.02,0.02,2260312.36
10,0.22,0.02,0.02,0.12000000000000001,2260312.36
10,0.22,0.02,0.02,0.22,2259194.87
10,0.22,0.02,0.12000000000000001,0.02,2260260.20
10,0.22,0.02,0.12000000000000001,0.12000000000000001,2260260.20
10,0.22,0.02,0.12000000000000001,0.22,2259142.71
10,0.22,0.02,0.22,0.02,2260260.20
10,0.22,0.02,0.22,0.12000000000000001,2260260.20
10,0.22,0.02,0.22,0.22,2259142.71
10,0.22,0.12000000000000001,0.02,0.02,2260312.36
10,0.22,0.12000000000000001,0.02,0.12000000000000001,2260312.36
10,0.22,0.12000000000000001,0.02,0.22,2259194.87
10,0.22,0.12000000000000001,0.12000000000000001,0.02,2260260.20
10,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2260260.20
10,0.22,0.12000000000000001,0.12000000000000001,0.22,2259142.71
10,0.22,0.12000000000000001,0.22,0.02,2260260.20
10,0.22,0.12000000000000001,0.22,0.12000000000000001,2260260.20
10,0.22,0.12000000000000001,0.22,0.22,2259142.71
10,0.22,0.22,0.02,0.02,2260312.36
10,0.22,0.22,0.02,0.12000000000000001,2260432.60
10,0.22,0.22,0.02,0.22,2259315.11
10,0.22,0.22,0.12000000000000001,0.02,2260260.20
10,0.22,0.22,0.12000000000000001,0.12000000000000001,2260380.44
10,0.22,0.22,0.12000000000000001,0.22,2259262.95
10,0.22,0.22,0.22,0.02,2260260.20
10,0.22,0.22,0.22,0.12000000000000001,2260380.44
10,0.22,0.22,0.22,0.22,2259262.95
11,0.02,0.02,0.02,0.02,2258736.22
11,0.02,0.02,0.02,0.12000000000000001,2258736.22
11,0.02,0.02,0.02,0.22,2258736.22
11,0.02,0.02,0.12000000000000001,0.02,2259492.46
11,0.02,0.02,0.12000000000000001,0.12000000000000001,2259492.46
11,0.02,0.02,0.12000000000000001,0.22,2259492.46
11,0.02,0.02,0.22,0.02,2258774.42
11,0.02,0.02,0.22,0.12000000000000001,2258774.42
11,0.02,0.02,0.22,0.22,2258774.42
11,0.02,0.12000000000000001,0.02,0.02,2258736.22
11,0.02,0.12000000000000001,0.02,0.12000000000000001,2258736.22
11,0.02,0.12000000000000001,0.02,0.22,2258736.22
11,0.02,0.12000000000000001,0.12000000000000001,0.02,2258925.30
11,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2258925.30
11,0.02,0.12000000000000001,0.12000000000000001,0.22,2258925.30
11,0.02,0.12000000000000001,0.22,0.02,2258386.76
11,0.02,0.12000000000000001,0.22,0.12000000000000001,2258386.76
11,0.02,0.12000000000000001,0.22,0.22,2258386.76
11,0.02,0.22,0.02,0.02,2258736.22
11,0.02,0.22,0.02,0.12000000000000001,2258736.22
11,0.02,0.22,0.02,0.22,2258661.53
11,0.02,0.22,0.12000000000000001,0.02,2258925.30
11,0.02,0.22,0.12000000000000001,0.12000000000000001,2258925.30
11,0.02,0.22,0.12000000000000001,0.22,2258850.61
11,0.02,0.22,0.22,0.02,2258386.76
11,0.02,0.22,0.22,0.12000000000000001,2258386.76
11,0.02,0.22,0.22,0.22,2258312.07
11,0.12000000000000001,0.02,0.02,0.02,2258736.22
11,0.12000000000000001,0.02,0.02,0.12000000000000001,2258736.22
11,0.12000000000000001,0.02,0.02,0.22,2258736.22
11,0.12000000000000001,0.02,0.12000000000000001,0.02,2259492.46
11,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2259492.46
11,0.12000000000000001,0.02,0.12000000000000001,0.22,2259492.46
11,0.12000000000000001,0.02,0.22,0.02,2258774.42
11,0.12000000000000001,0.02,0.22,0.12000000000000001,2258774.42
11,0.12000000000000001,0.02,0.22,0.22,2258774.42
11,0.12000000000000001,0.12000000000000001,0.02,0.02,2258736.22
11,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2258736.22
11,0.12000000000000001,0.12000000000000001,0.02,0.22,2258736.22
11,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2258925.30
11,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2258925.30
11,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2258925.30
11,0.12000000000000001,0.12000000000000001,0.22,0.02,2258386.76
11,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2258386.76
11,0.12000000000000001,0.12000000000000001,0.22,0.22,2258386.76
11,0.12000000000000001,0.22,0.02,0.02,2258736.22
11,0.12000000000000001,0.22,0.02,0.12000000000000001,2258736.22
11,0.12000000000000001,0.22,0.02,0.22,2258661.53
11,0.12000000000000001,0.22,0.12000000000000001,0.02,2258925.30
11,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2258925.30
11,0.12000000000000001,0.22,0.12000000000000001,0.22,2258850.61
11,0.12000000000000001,0.22,0.22,0.02,2258386.76
11,0.12000000000000001,0.22,0.22,0.12000000000000001,2258386.76
11,0.12000000000000001,0.22,0.22,0.22,2258312.07
11,0.22,0.02,0.02,0.02,2259200.28
11,0.22,0.02,0.02,0.12000000000000001,2259200.28
11,0.22,0.02,0.02,0.22,2258949.62
11,0.22,0.02,0.12000000000000001,0.02,2259956.52
11,0.22,0.02,0.12000000000000001,0.12000000000000001,2259956.52
11,0.22,0.02,0.12000000000000001,0.22,2259705.86
11,0.22,0.02,0.22,0.02,2259238.48
11,0.22,0.02,0.22,0.12000000000000001,2259238.48
11,0.22,0.02,0.22,0.22,2258987.82
11,0.22,0.12000000000000001,0.02,0.02,2259200.28
11,0.22,0.12000000000000001,0.02,0.12000000000000001,2259200.28
11,0.22,0.12000000000000001,0.02,0.22,2258949.62
11,0.22,0.12000000000000001,0.12000000000000001,0.02,2259389.36
11,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2259389.36
11,0.22,0.12000000000000001,0.12000000000000001,0.22,2259138.70
11,0.22,0.12000000000000001,0.22,0.02,2258850.82
11,0.22,0.12000000000000001,0.22,0.12000000000000001,2258850.82
11,0.22,0.12000000000000001,0.22,0.22,2258600.16
11,0.22,0.22,0.02,0.02,2259200.28
11,0.22,0.22,0.02,0.12000000000000001,2259200.28
11,0.22,0.22,0.02,0.22,2258874.93
11,0.22,0.22,0.12000000000000001,0.02,2259389.36
11,0.22,0.22,0.12000000000000001,0.12000000000000001,2259389.36
11,0.22,0.22,0.12000000000000001,0.22,2259064.01
11,0.22,0.22,0.22,0.02,2258850.82
11,0.22,0.22,0.22,0.12000000000000001,2258850.82
11,0.22,0.22,0.22,0.22,2258525.47
12,0.02,0.02,0.02,0.02,2257178.03
12,0.02,0.02,0.02,0.12000000000000001,2257178.03
12,0.02,0.02,0.02,0.22,2257178.03
12,0.02,0.02,0.12000000000000001,0.02,2257178.03
12,0.02,0.02,0.12000000000000001,0.12000000000000001,2257178.03
12,0.02,0.02,0.12000000000000001,0.22,2257178.03
12,0.02,0.02,0.22,0.02,2256459.99
12,0.02,0.02,0.22,0.12000000000000001,2256459.99
12,0.02,0.02,0.22,0.22,2256459.99
12,0.02,0.12000000000000001,0.02,0.02,2257178.03
12,0.02,0.12000000000000001,0.02,0.12000000000000001,2257178.03
12,0.02,0.12000000000000001,0.02,0.22,2257178.03
12,0.02,0.12000000000000001,0.12000000000000001,0.02,2257178.03
12,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2257178.03
12,0.02,0.12000000000000001,0.12000000000000001,0.22,2257178.03
12,0.02,0.12000000000000001,0.22,0.02,2256639.49
12,0.02,0.12000000000000001,0.22,0.12000000000000001,2256639.49
12,0.02,0.12000000000000001,0.22,0.22,2256639.49
12,0.02,0.22,0.02,0.02,2257417.75
12,0.02,0.22,0.02,0.12000000000000001,2256832.93
12,0.02,0.22,0.02,0.22,2256265.77
12,0.02,0.22,0.12000000000000001,0.02,2257417.75
12,0.02,0.22,0.12000000000000001,0.12000000000000001,2256832.93
12,0.02,0.22,0.12000000000000001,0.22,2256265.77
12,0.02,0.22,0.22,0.02,2256879.21
12,0.02,0.22,0.22,0.12000000000000001,2256294.39
12,0.02,0.22,0.22,0.22,2255727.23
12,0.12000000000000001,0.02,0.02,0.02,2257178.03
12,0.12000000000000001,0.02,0.02,0.12000000000000001,2257178.03
12,0.12000000000000001,0.02,0.02,0.22,2257178.03
12,0.12000000000000001,0.02,0.12000000000000001,0.02,2257178.03
12,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2257178.03
12,0.12000000000000001,0.02,0.12000000000000001,0.22,2257178.03
12,0.12000000000000001,0.02,0.22,0.02,2256459.99
12,0.12000000000000001,0.02,0.22,0.12000000000000001,2256459.99
12,0.12000000000000001,0.02,0.22,0.22,2256459.99
12,0.12000000000000001,0.12000000000000001,0.02,0.02,2257178.03
12,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2257178.03
12,0.12000000000000001,0.12000000000000001,0.02,0.22,2257178.03
12,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2257178.03
12,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2257178.03
12,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2257178.03
12,0.12000000000000001,0.12000000000000001,0.22,0.02,2256639.49
12,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2256639.49
12,0.12000000000000001,0.12000000000000001,0.22,0.22,2256639.49
12,0.12000000000000001,0.22,0.02,0.02,2257417.75
12,0.12000000000000001,0.22,0.02,0.12000000000000001,2256832.93
12,0.12000000000000001,0.22,0.02,0.22,2256265.77
12,0.12000000000000001,0.22,0.12000000000000001,0.02,2257417.75
12,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2256832.93
12,0.12000000000000001,0.22,0.12000000000000001,0.22,2256265.77
12,0.12000000000000001,0.22,0.22,0.02,2256879.21
12,0.12000000000000001,0.22,0.22,0.12000000000000001,2256294.39
12,0.12000000000000001,0.22,0.22,0.22,2255727.23
12,0.22,0.02,0.02,0.02,2257178.03
12,0.22,0.02,0.02,0.12000000000000001,2257178.03
12,0.22,0.02,0.02,0.22,2257178.03
12,0.22,0.02,0.12000000000000001,0.02,2257178.03
12,0.22,0.02,0.12000000000000001,0.12000000000000001,2257178.03
12,0.22,0.02,0.12000000000000001,0.22,2257178.03
12,0.22,0.02,0.22,0.02,2256407.83
12,0.22,0.02,0.22,0.12000000000000001,2256407.83
12,0.22,0.02,0.22,0.22,2256407.83
12,0.22,0.12000000000000001,0.02,0.02,2257178.03
12,0.22,0.12000000000000001,0.02,0.12000000000000001,2257178.03
12,0.22,0.12000000000000001,0.02,0.22,2257178.03
12,0.22,0.12000000000000001,0.12000000000000001,0.02,2257178.03
12,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2257178.03
12,0.22,0.12000000000000001,0.12000000000000001,0.22,2257178.03
12,0.22,0.12000000000000001,0.22,0.02,2256587.33
12,0.22,0.12000000000000001,0.22,0.12000000000000001,2256587.33
12,0.22,0.12000000000000001,0.22,0.22,2256587.33
12,0.22,0.22,0.02,0.02,2257417.75
12,0.22,0.22,0.02,0.12000000000000001,2256832.93
12,0.22,0.22,0.02,0.22,2256265.77
12,0.22,0.22,0.12000000000000001,0.02,2257417.75
12,0.22,0.22,0.12000000000000001,0.12000000000000001,2256832.93
12,0.22,0.22,0.12000000000000001,0.22,2256265.77
12,0.22,0.22,0.22,0.02,2256827.05
12,0.22,0.22,0.22,0.12000000000000001,2256242.23
12,0.22,0.22,0.22,0.22,2255675.07
13,0.02,0.02,0.02,0.02,2248040.00
13,0.02,0.02,0.02,0.12000000000000001,2248040.00
13,0.02,0.02,0.02,0.22,2248040.00
13,0.02,0.02,0.12000000000000001,0.02,2247321.96
13,0.02,0.02,0.12000000000000001,0.12000000000000001,2247321.96
13,0.02,0.02,0.12000000000000001,0.22,2247321.96
13,0.02,0.02,0.22,0.02,2247321.96
13,0.02,0.02,0.22,0.12000000000000001,2247321.96
13,0.02,0.02,0.22,0.22,2247321.96
13,0.02,0.12000000000000001,0.02,0.02,2248040.00
13,0.02,0.12000000000000001,0.02,0.12000000000000001,2248040.00
13,0.02,0.12000000000000001,0.02,0.22,2247117.44
13,0.02,0.12000000000000001,0.12000000000000001,0.02,2247501.46
13,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2247501.46
13,0.02,0.12000000000000001,0.12000000000000001,0.22,2246578.90
13,0.02,0.12000000000000001,0.22,0.02,2247501.46
13,0.02,0.12000000000000001,0.22,0.12000000000000001,2247501.46
13,0.02,0.12000000000000001,0.22,0.22,2246578.90
13,0.02,0.22,0.02,0.02,2247260.22
13,0.02,0.22,0.02,0.12000000000000001,2247260.22
13,0.02,0.22,0.02,0.22,2246337.66
13,0.02,0.22,0.12000000000000001,0.02,2247306.53
13,0.02,0.22,0.12000000000000001,0.12000000000000001,2247306.53
13,0.02,0.22,0.12000000000000001,0.22,2246383.97
13,0.02,0.22,0.22,0.02,2247306.53
13,0.02,0.22,0.22,0.12000000000000001,2247306.53
13,0.02,0.22,0.22,0.22,2246383.97
13,0.12000000000000001,0.02,0.02,0.02,2248796.24
13,0.12000000000000001,0.02,0.02,0.12000000000000001,2248229.08
13,0.12000000000000001,0.02,0.02,0.22,2248229.08
13,0.12000000000000001,0.02,0.12000000000000001,0.02,2247998.24
13,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2247431.08
13,0.12000000000000001,0.02,0.12000000000000001,0.22,2247431.08
13,0.12000000000000001,0.02,0.22,0.02,2247998.24
13,0.12000000000000001,0.02,0.22,0.12000000000000001,2247431.08
13,0.12000000000000001,0.02,0.22,0.22,2247431.08
13,0.12000000000000001,0.12000000000000001,0.02,0.02,2248796.24
13,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2248229.08
13,0.12000000000000001,0.12000000000000001,0.02,0.22,2247306.52
13,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2248177.74
13,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2247610.58
13,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2246688.02
13,0.12000000000000001,0.12000000000000001,0.22,0.02,2248177.74
13,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2247610.58
13,0.12000000000000001,0.12000000000000001,0.22,0.22,2246688.02
13,0.12000000000000001,0.22,0.02,0.02,2248016.46
13,0.12000000000000001,0.22,0.02,0.12000000000000001,2247449.30
13,0.12000000000000001,0.22,0.02,0.22,2246526.74
13,0.12000000000000001,0.22,0.12000000000000001,0.02,2247982.81
13,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2247415.65
13,0.12000000000000001,0.22,0.12000000000000001,0.22,2246493.09
13,0.12000000000000001,0.22,0.22,0.02,2247982.81
13,0.12000000000000001,0.22,0.22,0.12000000000000001,2247415.65
13,0.12000000000000001,0.22,0.22,0.22,2246493.09
13,0.22,0.02,0.02,0.02,2250366.94
13,0.22,0.02,0.02,0.12000000000000001,2249799.78
13,0.22,0.02,0.02,0.22,2248621.80
13,0.22,0.02,0.12000000000000001,0.02,2249568.94
13,0.22,0.02,0.12000000000000001,0.12000000000000001,2249001.78
13,0.22,0.02,0.12000000000000001,0.22,2247823.80
13,0.22,0.02,0.22,0.02,2249516.78
13,0.22,0.02,0.22,0.12000000000000001,2248949.62
13,0.22,0.02,0.22,0.22,2247771.64
13,0.22,0.12000000000000001,0.02,0.02,2250366.94
13,0.22,0.12000000000000001,0.02,0.12000000000000001,2249799.78
13,0.22,0.12000000000000001,0.02,0.22,2247699.24
13,0.22,0.12000000000000001,0.12000000000000001,0.02,2249748.44
13,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2249181.28
13,0.22,0.12000000000000001,0.12000000000000001,0.22,2247080.74
13,0.22,0.12000000000000001,0.22,0.02,2249696.28
13,0.22,0.12000000000000001,0.22,0.12000000000000001,2249129.12
13,0.22,0.12000000000000001,0.22,0.22,2247028.58
13,0.22,0.22,0.02,0.02,2249587.16
13,0.22,0.22,0.02,0.12000000000000001,2249020.00
13,0.22,0.22,0.02,0.22,2246919.46
13,0.22,0.22,0.12000000000000001,0.02,2249553.51
13,0.22,0.22,0.12000000000000001,0.12000000000000001,2248986.35
13,0.22,0.22,0.12000000000000001,0.22,2246885.81
13,0.22,0.22,0.22,0.02,2249501.35
13,0.22,0.22,0.22,0.12000000000000001,2248934.19
13,0.22,0.22,0.22,0.22,2246833.65
14,0.02,0.02,0.02,0.02,2253514.04
14,0.02,0.02,0.02,0.12000000000000001,2252757.80
14,0.02,0.02,0.02,0.22,2252757.80
14,0.02,0.02,0.12000000000000001,0.02,2253514.04
14,0.02,0.02,0.12000000000000001,0.12000000000000001,2252757.80
14,0.02,0.02,0.12000000000000001,0.22,2252757.80
14,0.02,0.02,0.22,0.02,2252796.00
14,0.02,0.02,0.22,0.12000000000000001,2252039.76
14,0.02,0.02,0.22,0.22,2252039.76
14,0.02,0.12000000000000001,0.02,0.02,2253514.04
14,0.02,0.12000000000000001,0.02,0.12000000000000001,2252757.80
14,0.02,0.12000000000000001,0.02,0.22,2251835.24
14,0.02,0.12000000000000001,0.12000000000000001,0.02,2253514.04
14,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2252757.80
14,0.02,0.12000000000000001,0.12000000000000001,0.22,2251835.24
