lookback,z_short_rc,z_long_rc,z_short_ss,z_long_ss,pnl
6,0.02,0.22,0.22,0.12000000000000001,2268037.89
6,0.02,0.22,0.22,0.22,2267928.61
6,0.12000000000000001,0.02,0.02,0.02,2269232.20
6,0.12000000000000001,0.02,0.02,0.12000000000000001,2269232.20
6,0.12000000000000001,0.02,0.02,0.22,2269545.92
6,0.12000000000000001,0.02,0.12000000000000001,0.02,2269232.20
6,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2269232.20
6,0.12000000000000001,0.02,0.12000000000000001,0.22,2269545.92
6,0.12000000000000001,0.02,0.22,0.02,2268510.11
6,0.12000000000000001,0.02,0.22,0.12000000000000001,2268510.11
6,0.12000000000000001,0.02,0.22,0.22,2268823.83
6,0.12000000000000001,0.12000000000000001,0.02,0.02,2268121.58
6,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2268121.58
6,0.12000000000000001,0.12000000000000001,0.02,0.22,2268033.06
6,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2268880.26
6,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2268880.26
6,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2268791.74
6,0.12000000000000001,0.12000000000000001,0.22,0.02,2268037.89
6,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2268037.89
6,0.12000000000000001,0.12000000000000001,0.22,0.22,2267949.37
6,0.12000000000000001,0.22,0.02,0.02,2268121.58
6,0.12000000000000001,0.22,0.02,0.12000000000000001,2268121.58
6,0.12000000000000001,0.22,0.02,0.22,2268033.06
6,0.12000000000000001,0.22,0.12000000000000001,0.02,2268880.26
6,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2268880.26
6,0.12000000000000001,0.22,0.12000000000000001,0.22,2268791.74
6,0.12000000000000001,0.22,0.22,0.02,2268037.89
6,0.12000000000000001,0.22,0.22,0.12000000000000001,2268037.89
6,0.12000000000000001,0.22,0.22,0.22,2267949.37
6,0.22,0.02,0.02,0.02,2270802.90
6,0.22,0.02,0.02,0.12000000000000001,2269624.92
6,0.22,0.02,0.02,0.22,2269656.49
6,0.22,0.02,0.12000000000000001,0.02,2270470.11
6,0.22,0.02,0.12000000000000001,0.12000000000000001,2269292.13
6,0.22,0.02,0.12000000000000001,0.22,2269323.70
6,0.22,0.02,0.22,0.02,2268608.34
6,0.22,0.02,0.22,0.12000000000000001,2267430.36
6,0.22,0.02,0.22,0.22,2267461.93
6,0.22,0.12000000000000001,0.02,0.02,2269692.28
6,0.22,0.12000000000000001,0.02,0.12000000000000001,2268514.30
6,0.22,0.12000000000000001,0.02,0.22,2268143.63
6,0.22,0.12000000000000001,0.12000000000000001,0.02,2270118.17
6,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2268940.19
6,0.22,0.12000000000000001,0.12000000000000001,0.22,2268569.52
6,0.22,0.12000000000000001,0.22,0.02,2268136.12
6,0.22,0.12000000000000001,0.22,0.12000000000000001,2266958.14
6,0.22,0.12000000000000001,0.22,0.22,2266587.47
6,0.22,0.22,0.02,0.02,2269692.28
6,0.22,0.22,0.02,0.12000000000000001,2268514.30
6,0.22,0.22,0.02,0.22,2268143.63
6,0.22,0.22,0.12000000000000001,0.02,2270118.17
6,0.22,0.22,0.12000000000000001,0.12000000000000001,2268940.19
6,0.22,0.22,0.12000000000000001,0.22,2268569.52
6,0.22,0.22,0.22,0.02,2268136.12
6,0.22,0.22,0.22,0.12000000000000001,2266958.14
6,0.22,0.22,0.22,0.22,2266587.47
7,0.02,0.02,0.02,0.02,2270550.95
7,0.02,0.02,0.02,0.12000000000000001,2270550.95
7,0.02,0.02,0.02,0.22,2269038.13
7,0.02,0.02,0.12000000000000001,0.02,2270550.95
7,0.02,0.02,0.12000000000000001,0.12000000000000001,2270550.95
7,0.02,0.02,0.12000000000000001,0.22,2269038.13
7,0.02,0.02,0.22,0.02,2270550.95
7,0.02,0.02,0.22,0.12000000000000001,2270550.95
7,0.02,0.02,0.22,0.22,2269038.13
7,0.02,0.12000000000000001,0.02,0.02,2270550.95
7,0.02,0.12000000000000001,0.02,0.12000000000000001,2270588.48
7,0.02,0.12000000000000001,0.02,0.22,2269205.39
7,0.02,0.12000000000000001,0.12000000000000001,0.02,2270550.95
7,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2270588.48
7,0.02,0.12000000000000001,0.12000000000000001,0.22,2269205.39
7,0.02,0.12000000000000001,0.22,0.02,2270550.95
7,0.02,0.12000000000000001,0.22,0.12000000000000001,2270588.48
7,0.02,0.12000000000000001,0.22,0.22,2269205.39
7,0.02,0.22,0.02,0.02,2268895.83
7,0.02,0.22,0.02,0.12000000000000001,2269015.98
7,0.02,0.22,0.02,0.22,2267632.89
7,0.02,0.22,0.12000000000000001,0.02,2269309.59
7,0.02,0.22,0.12000000000000001,0.12000000000000001,2269429.74
7,0.02,0.22,0.12000000000000001,0.22,2268046.65
7,0.02,0.22,0.22,0.02,2269309.59
7,0.02,0.22,0.22,0.12000000000000001,2269429.74
7,0.02,0.22,0.22,0.22,2268046.65
7,0.12000000000000001,0.02,0.02,0.02,2269913.97
7,0.12000000000000001,0.02,0.02,0.12000000000000001,2270106.74
7,0.12000000000000001,0.02,0.02,0.22,2268972.16
7,0.12000000000000001,0.02,0.12000000000000001,0.02,2269913.97
7,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2270106.74
7,0.12000000000000001,0.02,0.12000000000000001,0.22,2268972.16
7,0.12000000000000001,0.02,0.22,0.02,2269913.97
7,0.12000000000000001,0.02,0.22,0.12000000000000001,2270106.74
7,0.12000000000000001,0.02,0.22,0.22,2268972.16
7,0.12000000000000001,0.12000000000000001,0.02,0.02,2269913.97
7,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2270144.27
7,0.12000000000000001,0.12000000000000001,0.02,0.22,2269139.42
7,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2269913.97
7,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2270144.27
7,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2269139.42
7,0.12000000000000001,0.12000000000000001,0.22,0.02,2269913.97
7,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2270144.27
7,0.12000000000000001,0.12000000000000001,0.22,0.22,2269139.42
7,0.12000000000000001,0.22,0.02,0.02,2268258.85
7,0.12000000000000001,0.22,0.02,0.12000000000000001,2268571.77
7,0.12000000000000001,0.22,0.02,0.22,2267566.92
7,0.12000000000000001,0.22,0.12000000000000001,0.02,2268672.61
7,0.12000000000000001,0.22,0.12000000000000001,0.12000000000000001,2268985.53
7,0.12000000000000001,0.22,0.12000000000000001,0.22,2267980.68
7,0.12000000000000001,0.22,0.22,0.02,2268672.61
7,0.12000000000000001,0.22,0.22,0.12000000000000001,2268985.53
7,0.12000000000000001,0.22,0.22,0.22,2267980.68
7,0.22,0.02,0.02,0.02,2269861.81
7,0.22,0.02,0.02,0.12000000000000001,2270054.58
7,0.22,0.02,0.02,0.22,2268920.00
7,0.22,0.02,0.12000000000000001,0.02,2269945.33
7,0.22,0.02,0.12000000000000001,0.12000000000000001,2270138.10
7,0.22,0.02,0.12000000000000001,0.22,2269192.64
7,0.22,0.02,0.22,0.02,2269945.33
7,0.22,0.02,0.22,0.12000000000000001,2270138.10
7,0.22,0.02,0.22,0.22,2269192.64
7,0.22,0.12000000000000001,0.02,0.02,2269861.81
7,0.22,0.12000000000000001,0.02,0.12000000000000001,2270092.11
7,0.22,0.12000000000000001,0.02,0.22,2269087.26
7,0.22,0.12000000000000001,0.12000000000000001,0.02,2269945.33
7,0.22,0.12000000000000001,0.12000000000000001,0.12000000000000001,2270175.63
7,0.22,0.12000000000000001,0.12000000000000001,0.22,2269359.90
7,0.22,0.12000000000000001,0.22,0.02,2269945.33
7,0.22,0.12000000000000001,0.22,0.12000000000000001,2270175.63
7,0.22,0.12000000000000001,0.22,0.22,2269359.90
7,0.22,0.22,0.02,0.02,2268206.69
7,0.22,0.22,0.02,0.12000000000000001,2268519.61
7,0.22,0.22,0.02,0.22,2267514.76
7,0.22,0.22,0.12000000000000001,0.02,2268703.97
7,0.22,0.22,0.12000000000000001,0.12000000000000001,2269016.89
7,0.22,0.22,0.12000000000000001,0.22,2268201.16
7,0.22,0.22,0.22,0.02,2268703.97
7,0.22,0.22,0.22,0.12000000000000001,2269016.89
7,0.22,0.22,0.22,0.22,2268201.16
8,0.02,0.02,0.02,0.02,2264096.44
8,0.02,0.02,0.02,0.12000000000000001,2264096.44
8,0.02,0.02,0.02,0.22,2264096.44
8,0.02,0.02,0.12000000000000001,0.02,2264096.44
8,0.02,0.02,0.12000000000000001,0.12000000000000001,2264096.44
8,0.02,0.02,0.12000000000000001,0.22,2264096.44
8,0.02,0.02,0.22,0.02,2263538.80
8,0.02,0.02,0.22,0.12000000000000001,2263538.80
8,0.02,0.02,0.22,0.22,2263538.80
8,0.02,0.12000000000000001,0.02,0.02,2264096.44
8,0.02,0.12000000000000001,0.02,0.12000000000000001,2264096.44
8,0.02,0.12000000000000001,0.02,0.22,2264096.44
8,0.02,0.12000000000000001,0.12000000000000001,0.02,2264096.44
8,0.02,0.12000000000000001,0.12000000000000001,0.12000000000000001,2264096.44
8,0.02,0.12000000000000001,0.12000000000000001,0.22,2264096.44
8,0.02,0.12000000000000001,0.22,0.02,2263718.30
8,0.02,0.12000000000000001,0.22,0.12000000000000001,2263718.30
8,0.02,0.12000000000000001,0.22,0.22,2263718.30
8,0.02,0.22,0.02,0.02,2264096.44
8,0.02,0.22,0.02,0.12000000000000001,2264096.44
8,0.02,0.22,0.02,0.22,2264096.44
8,0.02,0.22,0.12000000000000001,0.02,2264096.44
8,0.02,0.22,0.12000000000000001,0.12000000000000001,2264096.44
8,0.02,0.22,0.12000000000000001,0.22,2264096.44
8,0.02,0.22,0.22,0.02,2263598.02
8,0.02,0.22,0.22,0.12000000000000001,2263598.02
8,0.02,0.22,0.22,0.22,2263598.02
8,0.12000000000000001,0.02,0.02,0.02,2264096.44
8,0.12000000000000001,0.02,0.02,0.12000000000000001,2264096.44
8,0.12000000000000001,0.02,0.02,0.22,2264096.44
8,0.12000000000000001,0.02,0.12000000000000001,0.02,2264096.44
8,0.12000000000000001,0.02,0.12000000000000001,0.12000000000000001,2264096.44
8,0.12000000000000001,0.02,0.12000000000000001,0.22,2264096.44
8,0.12000000000000001,0.02,0.22,0.02,2263538.80
8,0.12000000000000001,0.02,0.22,0.12000000000000001,2263538.80
8,0.12000000000000001,0.02,0.22,0.22,2263538.80
8,0.12000000000000001,0.12000000000000001,0.02,0.02,2264096.44
8,0.12000000000000001,0.12000000000000001,0.02,0.12000000000000001,2264096.44
8,0.12000000000000001,0.12000000000000001,0.02,0.22,2264096.44
8,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.02,2264096.44
8,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.12000000000000001,2264096.44
8,0.12000000000000001,0.12000000000000001,0.12000000000000001,0.22,2264096.44
8,0.12000000000000001,0.12000000000000001,0.22,0.02,2263718.30
8,0.12000000000000001,0.12000000000000001,0.22,0.12000000000000001,2263718.30
8,0.12000000000000001,0.12000000000000001,0.22,0.22,2263718.30
